os,device_type,client_type,network,idea_type,industry_level1_id,industry_level2_id,location,isweekend,weekdays,day,hour,site,status,is_cache,is_pasv_flush,isp,ugender,rk_age_range,rk_hour
1,1,a,1,1,11,114,20,0,5,12,20,1,0,0,0,1,male,0,20
2,1,a,1,2,18,152,4,0,5,12,23,1,0,0,0,1,female,0,23
2,1,a,1,3,1,19,27,0,5,12,19,1,0,0,0,1,0,21-25,19
1,1,a,0,1,1,21,21,0,5,12,18,1,0,0,0,4,0,0,18
2,1,a,1,1,9,92,26,0,5,12,17,1,0,0,0,1,male,0,17
2,1,a,1,2,8,86,28,0,5,12,17,1,0,0,0,1,male,0,17
1,1,a,1,2,5,61,22,0,5,12,12,1,0,0,0,1,male,0,12
1,1,a,1,3,4,53,4,0,5,12,10,1,0,0,0,1,male,0,9
1,1,a,1,12,9,96,50,0,5,12,22,1,0,0,0,3,0,0,22
1,1,a,2,3,12,123,21,0,5,12,16,1,1,0,0,1,male,0,16
1,1,a,2,12,18,152,50,0,5,12,21,1,0,0,0,1,0,0,21
1,1,a,1,2,4,55,28,0,5,12,23,1,1,0,0,1,0,0,23
1,1,a,1,3,4,55,25,0,5,12,23,1,0,0,0,1,0,0,23
2,1,a,1,1,11,118,28,0,5,12,8,1,0,0,0,2,female,0,8
2,1,a,1,2,10,107,28,0,5,12,4,1,0,0,0,1,male,0,4
1,1,a,1,1,1,21,21,0,5,12,5,1,1,0,0,2,0,46-50,5
1,1,a,1,1,9,87,27,0,5,12,5,1,1,0,0,2,0,46-50,5
1,1,a,1,1,3,37,29,0,5,12,6,1,1,0,0,2,0,46-50,5
1,1,a,1,3,11,114,25,0,5,12,21,1,0,0,0,1,0,0,21
1,1,a,1,1,9,94,21,0,5,12,18,1,1,0,0,1,0,0,18
1,1,a,1,3,12,123,23,0,5,12,22,1,1,0,0,1,0,41-45,22
1,1,a,1,1,9,92,21,0,5,12,17,1,0,0,0,1,0,0,17
1,1,a,1,2,9,92,22,0,5,12,17,1,0,0,0,1,0,0,17
1,1,w,1,1,3,37,50,0,5,12,5,2,0,0,0,4,0,0,5
2,1,a,3,1,7,75,23,0,5,12,8,1,1,0,0,3,male,0,8
2,1,a,3,2,7,75,21,0,5,12,8,1,1,0,0,3,male,0,8
1,1,a,1,1,9,92,21,0,5,12,6,1,0,0,0,1,0,26-30,6
1,1,a,2,1,7,75,22,0,5,12,0,1,0,0,0,4,0,0,0
1,1,a,1,3,1,19,4,0,5,12,13,1,0,0,0,1,0,0,13
1,1,a,1,1,9,92,25,0,5,12,19,1,0,0,0,1,male,0,19
1,1,w,4,1,9,92,3,0,5,12,12,2,0,0,0,4,0,0,12
2,1,a,2,2,1,21,21,0,5,12,15,1,1,0,0,2,male,0,15
1,1,a,1,3,12,123,21,0,5,12,12,1,1,0,0,1,male,0,12
1,1,a,1,1,16,139,20,0,5,12,19,1,0,0,0,1,0,0,19
2,1,a,2,3,1,19,20,0,5,12,10,1,0,0,0,2,male,0,10
1,1,a,1,3,13,127,20,0,5,12,15,1,0,0,0,1,female,0,15
2,1,a,2,1,9,90,21,0,5,12,8,1,0,0,0,1,male,0,8
1,1,a,0,1,9,92,4,0,5,12,20,1,0,0,0,4,0,0,20
1,1,w,1,3,1,19,101,0,5,12,19,2,0,0,0,4,0,0,19
1,1,w,1,3,1,19,102,0,5,12,19,2,0,0,0,4,0,0,19
1,1,w,1,3,1,19,23,0,5,12,15,5,0,0,0,2,0,0,15
1,1,a,2,3,1,19,4,0,5,12,23,1,0,0,0,4,0,31-35,23
2,1,w,4,2,1,21,102,0,5,12,17,2,0,0,0,4,0,0,16
1,1,a,2,1,11,114,21,0,5,12,14,1,1,0,0,1,0,0,14
1,1,a,1,3,1,21,26,0,5,12,21,1,0,0,0,4,0,46-50,21
1,1,a,1,2,9,92,27,0,5,12,21,1,0,0,0,4,0,46-50,21
1,1,a,1,1,9,92,27,0,5,12,0,1,1,0,0,4,0,26-30,0
1,1,w,1,1,9,95,304,0,5,12,22,2,0,0,0,4,0,0,22
2,1,a,1,3,1,19,23,0,5,12,10,1,1,0,0,2,male,0,10
2,1,a,1,2,12,124,22,0,5,12,10,1,0,0,0,2,male,0,10
2,1,a,1,3,1,19,4,0,5,12,21,1,0,0,0,1,male,0,21
2,1,a,2,1,9,92,22,0,5,12,13,1,0,0,0,1,female,0,13
1,1,a,2,1,12,123,20,0,5,12,7,1,0,0,0,1,male,0,7
2,1,a,1,2,1,21,26,0,5,12,2,1,0,0,0,1,female,0,1
2,1,a,1,2,1,21,22,0,5,12,1,1,0,0,0,1,male,0,1
2,1,a,1,3,1,19,22,0,5,12,17,1,0,0,0,1,male,0,17
2,1,a,1,3,1,19,29,0,5,12,14,1,1,0,0,2,male,0,13
1,1,w,1,3,5,61,101,0,5,12,23,2,0,0,0,4,0,0,23
2,1,a,2,1,9,90,22,0,5,12,10,1,0,0,0,1,0,31-35,10
2,1,a,2,3,1,19,20,0,5,12,10,1,0,0,0,1,0,31-35,10
2,1,a,0,1,9,92,22,0,5,12,21,1,0,0,0,4,0,0,21
2,1,a,0,1,9,92,25,0,5,12,21,1,0,0,0,4,0,0,21
1,1,a,1,1,3,37,29,0,5,12,6,1,0,0,0,1,0,0,5
1,1,a,1,3,1,19,23,0,5,12,5,1,0,0,0,1,0,0,5
1,1,a,2,1,9,92,21,0,5,12,12,1,1,0,0,1,0,21-25,12
2,1,a,1,3,9,96,23,0,5,12,1,1,1,0,0,3,female,0,1
2,1,a,1,2,14,134,21,0,5,12,0,1,0,0,0,3,female,0,0
1,1,a,1,3,1,19,28,0,5,12,18,1,0,0,0,1,0,36-40,17
1,1,a,1,1,9,106,25,0,5,12,17,1,1,0,0,1,0,36-40,17
2,1,a,2,2,1,21,4,0,5,12,22,1,0,0,0,1,female,0,22
1,1,a,1,3,12,123,21,0,5,12,19,1,0,0,0,1,0,31-35,19
2,1,a,1,3,9,90,29,0,5,12,0,1,0,0,0,3,male,0,0
2,1,a,1,1,11,113,25,0,5,12,0,1,0,0,0,3,male,0,0
1,1,w,1,1,7,75,1,0,5,12,22,2,0,0,0,4,0,0,22
1,1,a,1,2,10,107,4,0,5,12,8,1,0,0,0,1,female,0,8
2,1,a,1,1,1,21,22,0,5,12,9,1,0,0,0,2,male,0,9
2,1,a,0,3,1,21,22,0,5,12,9,1,0,0,0,4,0,0,9
2,1,a,0,1,8,86,29,0,5,12,9,1,0,0,0,4,0,0,9
1,1,a,1,3,12,123,22,0,5,12,10,1,0,0,0,1,male,0,10
1,1,a,2,2,5,66,28,0,5,12,18,1,0,0,0,2,0,21-25,18
2,1,w,4,2,12,124,102,0,5,12,19,2,0,0,0,4,0,0,19
2,1,a,1,3,1,19,27,0,5,12,12,1,1,0,0,3,male,0,11
2,1,a,2,1,9,92,4,0,5,12,13,1,0,0,0,1,male,0,13
1,1,a,1,1,4,53,21,0,5,12,20,1,0,0,0,3,female,0,20
1,1,a,1,3,9,90,22,0,5,12,20,1,0,0,0,3,female,0,20
2,1,a,1,1,8,86,4,0,5,12,22,1,0,0,0,2,female,0,22
1,1,a,1,2,9,87,23,0,5,12,21,1,0,0,0,1,0,31-35,21
1,1,a,2,3,12,123,25,0,5,12,21,1,1,0,0,1,female,0,21
1,1,a,2,3,1,19,21,0,5,12,11,1,0,0,0,1,0,41-45,11
1,1,w,4,3,1,24,101,0,5,12,20,2,0,0,0,4,0,0,20
2,1,a,2,1,11,114,20,0,5,12,11,1,0,0,0,1,female,0,11
2,1,a,2,2,16,139,23,0,5,12,13,1,0,0,0,3,male,0,13
2,1,a,2,3,4,55,22,0,5,12,13,1,0,0,0,3,male,0,13
1,1,a,1,1,9,92,25,0,5,12,21,1,0,0,0,1,0,0,21
1,1,a,2,1,7,75,4,0,5,12,7,1,0,0,0,1,0,0,7
1,1,a,1,3,4,55,20,0,5,12,3,1,0,0,0,4,0,0,3
1,1,w,4,2,9,92,101,0,5,12,20,2,0,0,0,4,0,0,20
2,1,w,4,2,12,123,3,0,5,12,21,2,0,0,0,4,0,0,21
1,1,a,1,1,9,95,22,0,5,12,20,1,0,0,0,1,male,0,20
2,1,w,3,3,13,127,50,0,5,12,12,2,0,0,0,4,0,0,12
1,1,a,2,3,12,123,22,0,5,12,16,1,0,0,0,1,0,0,16
2,1,a,1,1,8,78,20,0,5,12,8,1,0,0,0,2,0,31-35,8
2,1,a,2,1,9,92,26,0,5,12,8,1,0,0,0,1,male,0,8
2,1,a,2,1,9,95,29,0,5,12,8,1,1,0,0,1,male,0,8
1,1,w,1,3,1,19,102,0,5,12,20,2,0,0,0,4,0,0,20
1,1,w,1,3,1,19,101,0,5,12,20,2,1,0,0,4,0,0,20
1,1,a,1,1,18,152,4,0,5,12,22,1,0,0,0,1,0,0,22
1,1,a,1,1,9,92,26,0,5,12,15,1,0,0,0,1,0,26-30,15
1,1,a,1,1,9,92,22,0,5,12,15,1,0,0,0,1,0,26-30,15
1,1,a,1,1,7,75,28,0,5,12,9,1,0,0,0,1,0,0,9
2,1,a,1,3,1,19,29,0,5,12,10,1,1,0,0,1,male,0,10
2,1,a,1,3,1,19,26,0,5,12,10,1,0,0,0,1,male,0,10
1,1,a,1,3,1,19,4,0,5,12,20,1,0,0,0,2,0,0,20
2,1,a,2,3,1,19,4,0,5,12,10,1,0,0,0,1,male,0,10
1,1,a,0,1,9,92,22,0,5,12,14,1,1,0,0,4,0,0,14
1,1,w,1,3,11,113,23,0,5,12,23,5,0,0,0,4,0,0,11
2,1,a,2,2,1,21,22,0,5,12,11,1,0,0,0,4,male,0,11
2,1,a,2,3,1,19,21,0,5,12,11,1,1,0,0,4,male,0,11
2,1,a,2,1,9,90,28,0,5,12,1,1,0,0,0,1,male,0,1
1,1,w,1,3,12,123,102,0,5,12,8,2,0,0,0,4,0,0,8
1,1,a,1,3,12,123,21,0,5,12,1,1,0,0,0,2,0,0,1
2,1,a,2,3,1,21,23,0,5,12,15,1,1,0,0,1,female,0,15
1,1,a,1,3,1,19,4,0,5,12,12,1,0,0,0,2,0,0,12
2,1,a,1,1,8,78,21,0,5,12,7,1,0,0,0,1,male,0,7
1,1,a,2,1,3,37,21,0,5,12,11,1,1,0,0,1,0,0,11
2,1,a,2,12,9,96,50,0,5,12,22,1,0,0,0,1,female,0,22
2,1,a,2,1,9,95,27,0,5,12,17,1,1,0,0,1,male,0,17
1,1,a,1,3,9,90,23,0,5,12,8,1,1,0,0,1,male,0,8
2,1,a,0,3,11,114,29,0,5,12,21,1,0,0,0,4,0,0,21
2,1,a,1,3,1,21,21,0,5,12,5,1,0,0,0,1,female,0,5
1,1,a,1,3,1,19,22,0,5,12,12,1,0,0,0,1,0,0,11
1,1,a,1,3,1,19,20,0,5,12,11,1,0,0,0,1,0,0,11
2,1,a,1,2,1,21,29,0,5,12,22,1,1,0,0,1,female,0,22
2,1,a,1,2,8,82,29,0,5,12,13,1,1,0,0,1,male,0,13
1,1,w,4,2,5,61,5,0,5,12,9,2,0,0,0,4,0,0,8
1,1,a,1,1,1,21,4,0,5,12,10,1,0,0,0,2,male,0,10
1,1,a,1,3,11,116,21,0,5,12,19,1,0,0,0,4,0,36-40,19
2,1,a,1,3,1,19,26,0,5,12,20,1,0,0,0,1,male,0,20
2,1,a,1,3,1,19,23,0,5,12,20,1,0,0,0,1,male,0,20
1,1,a,0,1,9,92,22,0,5,12,12,1,1,0,0,4,0,0,12
1,1,a,1,2,18,152,27,0,5,12,7,1,1,0,0,1,female,0,7
1,1,a,2,3,1,19,21,0,5,12,17,1,0,0,0,1,0,0,16
1,1,a,1,1,1,21,29,0,5,12,6,1,1,0,0,1,0,36-40,5
1,1,a,1,3,1,19,4,0,5,12,20,1,0,0,0,1,0,46-50,20
1,1,w,1,1,9,87,2,0,5,12,8,2,0,0,0,4,0,0,8
1,1,a,1,2,8,86,25,0,5,12,23,1,1,0,0,2,0,0,22
1,1,a,1,3,9,96,23,0,5,12,23,1,1,0,0,2,0,0,22
2,1,a,1,12,9,96,50,0,5,12,19,1,0,0,0,1,male,0,19
2,1,a,2,1,18,152,29,0,5,12,22,1,1,0,0,1,male,0,21
2,1,a,2,1,9,95,25,0,5,12,22,1,1,0,0,1,male,0,21
2,1,w,4,1,11,119,53,0,5,12,0,2,0,0,0,4,0,0,0
1,1,a,1,1,14,132,20,0,5,12,17,1,0,0,0,2,0,0,17
1,1,a,1,3,11,114,4,0,5,12,23,1,0,0,0,2,male,0,23
2,1,a,2,2,1,21,21,0,5,12,22,1,1,0,0,2,female,0,22
2,1,a,1,3,1,19,28,0,5,12,8,1,0,0,0,1,0,0,0
2,1,a,1,3,15,135,21,0,5,12,19,1,0,0,0,1,female,0,19
2,1,a,2,14,1,19,20,0,5,12,21,1,0,0,0,4,0,0,21
1,1,a,1,1,9,106,21,0,5,12,17,1,0,0,0,3,male,0,17
1,1,a,1,3,12,123,22,0,5,12,17,1,0,0,0,3,male,0,17
2,1,a,1,1,9,90,20,0,5,12,3,1,0,1,0,1,male,0,3
1,1,a,1,3,1,19,20,0,5,12,17,1,0,0,0,1,0,0,17
2,1,a,2,1,9,91,22,0,5,12,10,1,0,0,0,2,male,0,10
1,1,a,1,2,9,87,20,0,5,12,15,1,1,0,0,1,0,31-35,15
1,1,a,1,2,9,92,21,0,5,12,15,1,1,0,0,1,0,31-35,15
2,1,w,4,2,5,61,101,0,5,12,21,2,0,0,0,4,0,0,21
1,1,a,1,2,7,75,29,0,5,12,12,1,1,0,0,1,female,0,12
2,1,a,1,9,11,114,20,0,5,12,9,3,0,0,0,1,0,0,9
1,1,a,2,1,4,53,28,0,5,12,8,1,0,0,0,3,0,26-30,8
1,1,a,1,1,9,95,21,0,5,12,18,1,0,0,0,4,male,0,18
1,1,a,2,3,1,19,200,0,5,12,13,1,0,0,0,1,0,0,13
1,1,a,1,12,18,152,50,0,5,12,21,1,1,0,0,1,0,0,21
1,1,a,1,1,9,95,20,0,5,12,19,1,1,0,0,1,0,41-45,19
1,1,a,1,3,1,21,23,0,5,12,3,1,1,0,0,2,male,0,3
1,1,a,2,3,9,106,20,0,5,12,16,1,0,0,0,4,0,0,16
1,1,w,1,3,1,19,301,0,5,12,21,2,0,0,0,4,0,0,21
2,1,a,2,2,12,124,22,0,5,12,19,1,0,0,0,1,male,0,19
2,1,a,1,3,1,19,20,0,5,12,11,1,0,0,0,1,0,26-30,11
2,1,a,1,5,1,19,24,0,5,12,19,1,0,0,0,1,0,26-30,19
2,1,a,2,2,1,21,25,0,5,12,3,1,1,0,0,2,male,0,3
1,1,w,1,2,11,116,102,0,5,12,1,2,0,0,0,4,0,0,0
1,1,a,2,14,3,37,20,0,5,12,14,1,0,0,0,4,0,0,14
1,1,a,2,1,11,118,22,0,5,12,12,1,0,0,0,3,0,21-25,11
2,1,a,1,3,1,19,27,0,5,12,16,1,0,0,0,1,male,0,16
2,1,a,1,3,1,19,29,0,5,12,16,1,0,0,0,1,male,0,16
2,1,a,1,9,9,92,20,0,5,12,13,3,0,0,0,1,0,0,13
1,1,a,1,4,1,21,20,0,5,12,11,1,0,0,0,4,0,26-30,11
2,1,a,0,1,4,53,23,0,5,12,19,1,1,0,0,4,0,0,19
1,1,a,1,3,4,53,20,0,5,12,0,1,0,0,0,2,male,0,0
1,1,a,2,3,12,123,4,0,5,12,18,1,0,0,0,1,male,0,18
1,1,a,2,2,5,61,20,0,5,12,13,1,1,1,0,1,0,0,12
1,1,a,1,1,7,75,28,0,5,12,21,1,0,0,0,1,0,41-45,21
2,1,a,1,3,1,19,4,0,5,12,22,1,0,0,0,1,male,0,22
2,1,w,4,3,11,114,101,0,5,12,10,2,0,0,0,4,0,0,10
1,1,a,2,1,11,113,4,0,5,12,16,1,0,0,0,1,0,36-40,16
2,1,a,1,3,1,19,26,0,5,12,19,1,0,0,0,2,0,26-30,19
1,1,a,2,1,9,92,21,0,5,12,16,1,0,0,0,1,male,0,16
1,1,a,1,3,1,19,26,0,5,12,15,1,0,0,0,1,0,36-40,15
2,0,a,1,1,8,82,22,0,5,12,14,1,0,0,0,4,female,0,14
2,1,a,1,3,1,21,4,0,5,12,18,1,0,0,0,3,female,0,18
2,1,a,2,12,12,123,50,0,5,12,15,1,0,0,0,2,male,0,15
2,1,a,1,3,1,19,23,0,5,12,20,1,0,0,0,1,male,0,20
2,1,a,2,3,1,21,20,0,5,12,12,1,0,0,0,1,male,0,12
2,1,a,2,1,9,90,21,0,5,12,12,1,0,0,0,1,male,0,12
2,1,a,2,3,1,19,21,0,5,12,15,1,0,0,0,3,male,0,15
2,1,a,2,12,8,86,50,0,5,12,16,1,1,0,0,1,male,0,16
1,1,a,1,1,7,75,22,0,5,12,22,1,0,0,0,3,0,21-25,22
1,1,a,1,1,11,114,29,0,5,12,10,1,1,0,0,1,0,26-30,9
2,1,a,1,12,9,91,50,0,5,12,23,1,0,0,0,1,male,0,23
2,1,a,2,2,4,55,200,0,5,12,17,1,0,0,0,1,male,0,17
1,1,a,2,3,1,24,4,0,5,12,13,1,0,0,0,1,0,21-25,13
2,1,a,2,2,10,107,4,0,5,12,7,1,0,0,0,1,male,0,7
1,1,a,1,3,1,19,22,0,5,12,12,1,0,0,0,1,male,0,12
1,1,w,1,1,9,95,304,0,5,12,6,2,0,0,0,4,0,0,6
1,1,w,1,3,4,55,53,0,5,12,0,2,0,0,0,4,0,0,0
1,1,a,1,3,1,19,4,0,5,12,22,1,0,0,0,1,0,41-45,22
1,1,a,1,2,10,107,4,0,5,12,1,1,0,0,0,1,0,36-40,0
1,1,a,1,3,1,19,25,0,5,12,22,1,1,1,0,1,male,0,22
1,1,a,1,2,4,55,27,0,5,12,22,1,0,1,0,1,male,0,22
1,1,a,2,3,12,123,28,0,5,12,5,1,0,0,0,3,male,0,4
1,1,a,1,3,1,19,4,0,5,12,13,1,0,0,0,3,0,0,13
1,1,a,1,1,11,114,22,0,5,12,20,1,0,0,0,2,0,46-50,20
1,1,w,1,3,1,19,23,0,5,12,22,5,0,0,0,1,0,0,22
1,1,a,1,3,1,19,21,0,5,12,21,1,0,0,0,1,0,21-25,21
2,1,a,2,1,14,133,25,0,5,12,19,1,0,0,0,1,male,0,19
2,1,w,4,3,9,96,3,0,5,12,19,2,0,0,0,4,0,0,19
2,1,a,1,1,7,75,27,0,5,12,14,1,1,0,0,1,female,0,14
1,1,w,1,3,12,123,23,0,5,12,21,5,1,0,0,1,0,0,21
1,1,a,2,2,4,55,22,0,5,12,23,1,0,0,0,1,male,0,23
2,1,a,1,3,1,19,27,0,5,12,1,1,1,0,0,3,male,0,0
1,1,a,1,1,9,95,20,0,5,12,16,1,0,0,0,1,male,0,16
1,1,a,1,3,12,123,27,0,5,12,16,1,1,0,0,1,male,0,16
1,1,a,1,1,9,87,21,0,5,12,23,1,0,0,0,4,0,6-10,23
2,1,a,2,1,9,90,4,0,5,12,16,1,0,0,0,1,0,31-35,16
2,1,a,2,2,5,61,22,0,5,12,11,1,0,0,0,1,male,0,11
2,1,a,1,3,1,19,21,0,5,12,15,1,0,0,0,1,male,0,15
2,1,a,1,3,1,19,27,0,5,12,21,1,0,0,0,1,male,0,21
2,0,a,1,1,9,95,28,0,5,12,22,1,0,0,0,4,0,0,22
2,1,a,0,1,9,92,20,0,5,12,22,1,0,0,0,4,0,0,22
2,1,w,4,3,11,118,102,0,5,12,21,2,0,0,0,4,0,0,21
2,1,a,1,3,1,19,4,0,5,12,0,1,0,0,0,1,male,0,0
1,1,a,0,1,9,92,26,0,5,12,13,1,1,0,0,4,0,0,13
1,1,a,1,3,12,123,20,0,5,12,18,1,0,0,0,2,0,0,18
2,1,a,2,2,11,114,21,0,5,12,13,1,0,0,0,3,female,0,13
2,1,a,2,3,1,19,4,0,5,12,10,1,0,0,0,1,0,21-25,10
1,1,a,1,3,12,123,22,0,5,12,11,1,0,0,0,1,0,36-40,11
2,1,a,1,1,9,95,4,0,5,12,7,1,0,0,0,2,male,0,7
2,1,a,3,2,18,152,22,0,5,12,18,1,0,0,0,3,male,0,18
1,1,w,1,3,1,19,24,0,5,12,15,5,0,0,0,4,0,0,15
2,1,a,2,3,1,19,20,0,5,12,14,1,1,0,0,2,male,0,14
1,1,a,2,2,12,124,25,0,5,12,21,1,0,0,0,3,female,0,21
1,1,w,4,1,7,75,3,0,5,12,23,2,0,0,0,4,0,0,23
1,1,w,4,2,8,82,4,0,5,12,23,2,0,0,0,4,0,0,23
2,1,a,1,3,1,19,25,0,5,12,9,1,0,0,0,1,0,31-35,9
1,1,a,0,1,9,92,22,0,5,12,9,1,0,0,0,4,0,0,9
1,1,a,0,2,11,114,20,0,5,12,9,1,0,0,0,4,0,0,9
1,1,a,2,1,4,53,4,0,5,12,9,1,0,0,0,2,male,0,9
2,1,a,2,12,9,96,50,0,5,12,22,1,0,0,0,1,male,0,22
2,1,a,1,3,1,21,21,0,5,12,19,1,1,0,0,3,female,0,19
2,1,a,1,2,1,21,22,0,5,12,20,1,0,0,0,3,female,0,19
2,1,a,0,14,11,114,20,0,5,12,0,1,0,0,0,4,0,0,0
2,1,a,2,12,12,123,50,0,5,12,10,1,0,0,0,2,0,21-25,10
1,1,a,2,1,11,114,20,0,5,12,8,1,0,0,0,1,0,0,8
2,1,a,1,1,9,90,20,0,5,12,7,1,0,0,0,1,male,0,7
1,1,a,2,1,8,86,4,0,5,12,6,1,0,0,0,2,male,0,6
2,1,a,1,1,9,90,23,0,5,12,8,1,0,0,0,1,male,0,8
2,1,a,1,3,1,19,20,0,5,12,20,1,0,0,0,1,male,0,20
2,1,a,2,1,9,90,22,0,5,12,23,1,0,0,0,2,male,0,23
2,1,a,1,3,1,19,26,0,5,12,17,1,0,0,0,3,0,41-45,16
1,1,a,0,2,1,24,22,0,5,12,0,1,0,0,0,4,0,0,0
2,1,a,2,3,1,19,22,0,5,12,11,1,0,0,0,2,male,0,11
1,1,w,1,3,1,24,2,0,5,12,17,2,1,0,0,4,0,0,17
2,1,a,1,3,1,19,20,0,5,12,23,1,1,1,0,4,male,0,21
3,1,w,1,2,1,21,3,0,5,12,7,2,0,0,0,4,0,0,7
1,1,w,1,2,18,152,24,0,5,12,23,5,0,0,0,2,0,0,23
1,1,a,1,3,1,19,21,0,5,12,23,1,0,0,0,1,0,0,23
1,1,a,1,2,10,107,27,0,5,12,7,1,0,0,0,2,female,0,6
1,1,a,1,12,9,96,50,0,5,12,19,1,1,0,0,4,0,21-25,19
2,1,a,1,2,9,87,22,0,5,12,15,1,0,0,0,1,female,0,15
1,1,a,1,1,9,95,23,0,5,12,8,1,0,0,0,3,male,0,8
2,1,a,1,2,1,19,4,0,5,12,17,1,0,0,0,1,male,0,17
2,1,a,0,1,9,91,20,0,5,12,4,1,1,0,0,4,0,0,3
1,1,a,2,3,1,19,20,0,5,12,13,1,0,0,0,1,0,41-45,13
2,1,a,1,1,14,133,4,0,5,12,13,1,0,0,0,1,male,0,13
2,1,a,2,1,4,53,29,0,5,12,20,1,0,0,0,2,male,0,19
2,1,a,2,2,5,61,29,0,5,12,12,1,0,0,0,1,male,0,12
1,1,a,1,3,1,19,22,0,5,12,13,1,0,0,0,2,0,0,13
1,1,a,2,1,9,92,28,0,5,12,10,1,0,0,0,3,0,46-50,10
2,1,a,1,1,7,75,4,0,5,12,6,1,0,0,0,4,female,0,6
1,1,a,1,3,12,123,20,0,5,12,19,1,0,0,0,4,0,0,19
1,1,a,1,3,1,19,22,0,5,12,13,1,0,0,0,4,0,26-30,13
1,1,a,1,2,5,61,20,0,5,12,13,1,0,0,0,4,0,26-30,13
1,1,a,2,3,9,91,22,0,5,12,9,1,0,0,0,1,0,46-50,9
1,1,a,1,1,9,95,20,0,5,12,11,1,0,0,0,3,male,0,11
1,1,a,1,3,11,116,21,0,5,12,0,1,1,0,0,1,0,31-35,0
1,1,a,1,1,1,24,29,0,5,12,0,1,0,0,0,1,0,31-35,0
1,1,a,1,3,1,19,22,0,5,12,13,1,0,0,0,2,0,36-40,13
2,1,a,1,3,1,19,26,0,5,12,19,1,0,0,0,1,male,0,18
1,1,a,2,1,11,114,21,0,5,12,14,1,1,0,0,2,0,0,14
1,1,w,1,3,1,24,101,0,5,12,13,2,0,0,0,4,0,0,13
2,1,a,1,3,1,19,4,0,5,12,17,1,0,0,0,1,male,0,17
2,1,a,1,3,1,19,4,0,5,12,17,1,0,0,0,1,female,0,17
2,1,a,1,2,8,86,21,0,5,12,20,1,0,0,0,2,female,0,20
1,1,a,2,3,9,90,27,0,5,12,13,1,0,0,0,1,male,0,12
2,1,a,1,3,1,19,20,0,5,12,14,1,0,0,0,1,0,36-40,14
1,1,a,1,1,9,92,4,0,5,12,15,1,0,0,0,2,0,0,15
1,1,a,2,1,9,92,23,0,5,12,8,1,1,0,0,1,0,41-45,8
2,1,w,4,3,9,90,2,0,5,12,11,2,0,0,0,4,0,0,11
2,1,a,2,1,9,90,25,0,5,12,17,1,0,0,0,2,female,0,17
1,1,a,2,3,1,21,27,0,5,12,13,1,0,0,0,2,0,0,13
2,1,a,1,3,1,19,27,0,5,12,19,1,1,0,0,1,0,0,19
1,1,a,2,1,9,92,29,0,5,12,18,1,0,0,0,1,male,0,18
1,1,a,2,1,9,92,26,0,5,12,18,1,0,0,0,1,male,0,18
1,1,a,2,3,9,90,4,0,5,12,9,1,0,0,0,2,male,0,9
1,1,a,1,3,1,21,28,0,5,12,13,1,0,0,0,2,0,0,13
1,1,a,1,1,11,118,21,0,5,12,15,1,1,1,0,2,0,0,13
1,1,w,4,3,11,114,102,0,5,12,17,2,1,0,0,4,0,0,0
1,1,a,2,2,12,124,28,0,5,12,21,1,0,0,0,2,female,0,21
2,1,a,1,3,9,96,21,0,5,12,19,1,0,0,0,4,female,0,19
1,1,a,1,3,9,90,25,0,5,12,7,1,1,0,0,4,male,0,7
2,1,a,1,1,9,90,20,0,5,12,23,1,1,0,0,1,female,0,23
1,1,a,2,1,9,92,21,0,5,12,14,1,0,0,0,4,0,0,14
1,1,a,1,1,9,95,25,0,5,12,20,1,0,0,0,1,male,0,20
1,1,a,1,3,12,123,23,0,5,12,20,1,0,0,0,1,male,0,20
2,1,a,2,1,9,95,21,0,5,12,12,1,1,0,0,1,male,0,12
2,1,a,2,2,9,87,22,0,5,12,12,1,0,0,0,1,male,0,12
2,0,a,1,1,7,75,22,0,5,12,0,1,0,0,0,4,female,0,0
1,1,a,1,1,4,49,21,0,5,12,6,1,0,0,0,1,male,0,6
2,1,a,0,2,7,75,29,0,5,12,20,1,0,0,0,4,0,0,20
2,1,a,0,1,9,92,28,0,5,12,20,1,0,0,0,4,0,0,20
2,1,a,2,3,1,19,20,0,5,12,16,1,1,1,0,2,male,0,16
1,1,a,2,1,9,87,20,0,5,12,22,1,0,1,0,4,0,21-25,16
1,1,a,2,2,8,82,28,0,5,12,9,1,0,0,0,1,female,0,9
1,1,a,2,2,7,75,25,0,5,12,9,1,1,0,0,1,female,0,9
2,1,a,2,1,7,75,4,0,5,12,16,1,0,0,0,4,female,0,16
2,1,a,1,1,1,21,20,0,5,12,14,1,0,0,0,2,female,0,14
2,1,a,2,1,4,53,23,0,5,12,13,1,0,0,0,2,0,36-40,13
2,1,a,1,3,1,19,4,0,5,12,0,1,0,0,0,2,male,0,23
1,1,a,1,3,12,123,4,0,5,12,20,1,0,0,0,1,0,46-50,20
1,1,a,2,3,9,95,29,0,5,12,15,1,0,0,0,2,0,21-25,14
1,1,a,2,1,5,61,26,0,5,12,15,1,0,0,0,2,0,21-25,14
1,1,a,2,3,1,19,20,0,5,12,14,1,0,0,0,2,0,21-25,14
2,1,a,1,3,1,19,29,0,5,12,19,1,0,0,0,1,male,0,19
1,1,a,1,1,1,21,21,0,5,12,9,1,0,0,0,3,male,0,8
2,1,a,1,3,1,19,21,0,5,12,18,1,0,0,0,4,male,0,18
